"","Sample_ID","Stiffness_Score","Tumor_Type"
"TCGA-HV-A5A6-01A-11R-A26U-07","TCGA-HV-A5A6-01A-11R-A26U-07",52.3626947368421,"TCGA-PAAD"
"TCGA-IB-8126-01A-11R-2404-07","TCGA-IB-8126-01A-11R-2404-07",35.2383824561404,"TCGA-PAAD"
"TCGA-HZ-A49G-01A-11R-A26U-07","TCGA-HZ-A49G-01A-11R-A26U-07",42.3817824561403,"TCGA-PAAD"
"TCGA-OE-A75W-01A-12R-A32O-07","TCGA-OE-A75W-01A-12R-A32O-07",44.4874315789474,"TCGA-PAAD"
"TCGA-HZ-8002-01A-11R-2204-07","TCGA-HZ-8002-01A-11R-2204-07",67.5933894736842,"TCGA-PAAD"
"TCGA-IB-A5SQ-01A-11R-A32O-07","TCGA-IB-A5SQ-01A-11R-A32O-07",90.3994614035088,"TCGA-PAAD"
"TCGA-YH-A8SY-01A-11R-A37L-07","TCGA-YH-A8SY-01A-11R-A37L-07",194.595703508772,"TCGA-PAAD"
"TCGA-HZ-A4BK-01A-11R-A26U-07","TCGA-HZ-A4BK-01A-11R-A26U-07",37.3470877192982,"TCGA-PAAD"
"TCGA-IB-7890-01A-12R-2204-07","TCGA-IB-7890-01A-12R-2204-07",133.921868421053,"TCGA-PAAD"
"TCGA-HZ-8001-01A-11R-2204-07","TCGA-HZ-8001-01A-11R-2204-07",106.464628070175,"TCGA-PAAD"
"TCGA-IB-A6UF-01A-23R-A33R-07","TCGA-IB-A6UF-01A-23R-A33R-07",23.2298175438596,"TCGA-PAAD"
"TCGA-F2-A44H-01A-11R-A26U-07","TCGA-F2-A44H-01A-11R-A26U-07",97.2704333333333,"TCGA-PAAD"
"TCGA-LB-A7SX-01A-11R-A33R-07","TCGA-LB-A7SX-01A-11R-A33R-07",17.327598245614,"TCGA-PAAD"
"TCGA-FB-AAQ3-01A-11R-A41B-07","TCGA-FB-AAQ3-01A-11R-A41B-07",54.4119473684211,"TCGA-PAAD"
"TCGA-HZ-A77P-01A-11R-A33R-07","TCGA-HZ-A77P-01A-11R-A33R-07",49.9097719298246,"TCGA-PAAD"
"TCGA-US-A77E-01A-11R-A32O-07","TCGA-US-A77E-01A-11R-A32O-07",71.7349,"TCGA-PAAD"
"TCGA-HV-A7OP-01A-11R-A33R-07","TCGA-HV-A7OP-01A-11R-A33R-07",4.4985298245614,"TCGA-PAAD"
"TCGA-F2-A8YN-01A-11R-A37L-07","TCGA-F2-A8YN-01A-11R-A37L-07",61.2903754385965,"TCGA-PAAD"
"TCGA-IB-AAUR-01A-21R-A38C-07","TCGA-IB-AAUR-01A-21R-A38C-07",51.8307140350877,"TCGA-PAAD"
"TCGA-3A-A9IC-01A-11R-A38C-07","TCGA-3A-A9IC-01A-11R-A38C-07",135.979222807018,"TCGA-PAAD"
"TCGA-HZ-8003-01A-21R-2204-07","TCGA-HZ-8003-01A-21R-2204-07",55.7821596491228,"TCGA-PAAD"
"TCGA-IB-AAUS-01A-12R-A38C-07","TCGA-IB-AAUS-01A-12R-A38C-07",108.172319298246,"TCGA-PAAD"
"TCGA-Z5-AAPL-01A-12R-A41B-07","TCGA-Z5-AAPL-01A-12R-A41B-07",14.7743894736842,"TCGA-PAAD"
"TCGA-HZ-7922-01A-11R-2156-07","TCGA-HZ-7922-01A-11R-2156-07",116.569621052632,"TCGA-PAAD"
"TCGA-2J-AAB6-01A-11R-A41B-07","TCGA-2J-AAB6-01A-11R-A41B-07",66.4516824561403,"TCGA-PAAD"
"TCGA-FB-AAPU-01A-31R-A41B-07","TCGA-FB-AAPU-01A-31R-A41B-07",14.6576578947368,"TCGA-PAAD"
"TCGA-2J-AAB1-01A-11R-A41B-07","TCGA-2J-AAB1-01A-11R-A41B-07",30.9835403508772,"TCGA-PAAD"
"TCGA-H6-A45N-01A-11R-A26U-07","TCGA-H6-A45N-01A-11R-A26U-07",57.7486842105263,"TCGA-PAAD"
"TCGA-IB-7645-01A-22R-2204-07","TCGA-IB-7645-01A-22R-2204-07",72.6891245614035,"TCGA-PAAD"
"TCGA-H6-8124-01A-11R-2404-07","TCGA-H6-8124-01A-11R-2404-07",61.3196228070175,"TCGA-PAAD"
"TCGA-FB-AAQ0-01A-31R-A41B-07","TCGA-FB-AAQ0-01A-31R-A41B-07",24.6760701754386,"TCGA-PAAD"
"TCGA-2J-AABF-01A-31R-A41B-07","TCGA-2J-AABF-01A-31R-A41B-07",39.0452403508772,"TCGA-PAAD"
"TCGA-IB-AAUT-01A-11R-A37L-07","TCGA-IB-AAUT-01A-11R-A37L-07",51.0903070175439,"TCGA-PAAD"
"TCGA-F2-6879-01A-11R-2156-07","TCGA-F2-6879-01A-11R-2156-07",57.5748666666667,"TCGA-PAAD"
"TCGA-FB-A4P6-01A-12R-A26U-07","TCGA-FB-A4P6-01A-12R-A26U-07",41.5131140350877,"TCGA-PAAD"
"TCGA-HZ-A9TJ-01A-11R-A41I-07","TCGA-HZ-A9TJ-01A-11R-A41I-07",22.026849122807,"TCGA-PAAD"
"TCGA-3A-A9IX-01A-11R-A41B-07","TCGA-3A-A9IX-01A-11R-A41B-07",64.843247368421,"TCGA-PAAD"
"TCGA-HZ-A8P0-01A-11R-A36G-07","TCGA-HZ-A8P0-01A-11R-A36G-07",41.8119210526316,"TCGA-PAAD"
"TCGA-3A-A9I5-01A-11R-A38C-07","TCGA-3A-A9I5-01A-11R-A38C-07",29.6761438596491,"TCGA-PAAD"
"TCGA-3E-AAAZ-01A-11R-A38C-07","TCGA-3E-AAAZ-01A-11R-A38C-07",59.2498368421053,"TCGA-PAAD"
"TCGA-RB-AA9M-01A-11R-A39D-07","TCGA-RB-AA9M-01A-11R-A39D-07",35.592350877193,"TCGA-PAAD"
"TCGA-2L-AAQI-01A-12R-A39D-07","TCGA-2L-AAQI-01A-12R-A39D-07",25.6913754385965,"TCGA-PAAD"
"TCGA-HZ-8317-01A-11R-2404-07","TCGA-HZ-8317-01A-11R-2404-07",55.0361350877193,"TCGA-PAAD"
"TCGA-3A-A9J0-01A-11R-A41B-07","TCGA-3A-A9J0-01A-11R-A41B-07",59.5898245614035,"TCGA-PAAD"
"TCGA-2J-AAB9-01A-11R-A41B-07","TCGA-2J-AAB9-01A-11R-A41B-07",44.8170070175439,"TCGA-PAAD"
"TCGA-3E-AAAY-01A-11R-A38C-07","TCGA-3E-AAAY-01A-11R-A38C-07",37.9602280701754,"TCGA-PAAD"
"TCGA-L1-A7W4-01A-12R-A36G-07","TCGA-L1-A7W4-01A-12R-A36G-07",44.3433368421053,"TCGA-PAAD"
"TCGA-FB-A4P5-01A-11R-A26U-07","TCGA-FB-A4P5-01A-11R-A26U-07",54.0496140350877,"TCGA-PAAD"
"TCGA-XD-AAUH-01A-42R-A41B-07","TCGA-XD-AAUH-01A-42R-A41B-07",42.287050877193,"TCGA-PAAD"
"TCGA-YB-A89D-01A-12R-A36G-07","TCGA-YB-A89D-01A-12R-A36G-07",89.7097105263158,"TCGA-PAAD"
"TCGA-IB-A5SP-01A-11R-A32O-07","TCGA-IB-A5SP-01A-11R-A32O-07",13.8756122807018,"TCGA-PAAD"
"TCGA-2J-AABH-01A-21R-A41B-07","TCGA-2J-AABH-01A-21R-A41B-07",34.0522771929825,"TCGA-PAAD"
"TCGA-IB-A5SO-01A-11R-A32O-07","TCGA-IB-A5SO-01A-11R-A32O-07",78.3979052631579,"TCGA-PAAD"
"TCGA-IB-7891-01A-11R-2204-07","TCGA-IB-7891-01A-11R-2204-07",61.3185684210526,"TCGA-PAAD"
"TCGA-S4-A8RP-01A-11R-A36G-07","TCGA-S4-A8RP-01A-11R-A36G-07",45.4597701754386,"TCGA-PAAD"
"TCGA-HZ-A77Q-01A-11R-A36G-07","TCGA-HZ-A77Q-01A-11R-A36G-07",108.600389473684,"TCGA-PAAD"
"TCGA-IB-7646-01A-11R-2156-07","TCGA-IB-7646-01A-11R-2156-07",97.8096789473684,"TCGA-PAAD"
"TCGA-US-A776-01A-13R-A33R-07","TCGA-US-A776-01A-13R-A33R-07",18.1575789473684,"TCGA-PAAD"
"TCGA-XN-A8T3-01A-11R-A36G-07","TCGA-XN-A8T3-01A-11R-A36G-07",61.1320719298246,"TCGA-PAAD"
"TCGA-IB-7649-01A-11R-2156-07","TCGA-IB-7649-01A-11R-2156-07",53.9801438596491,"TCGA-PAAD"
"TCGA-FB-AAPQ-01A-11R-A41B-07","TCGA-FB-AAPQ-01A-11R-A41B-07",34.1974122807018,"TCGA-PAAD"
"TCGA-YY-A8LH-01A-11R-A36G-07","TCGA-YY-A8LH-01A-11R-A36G-07",11.7444263157895,"TCGA-PAAD"
"TCGA-FB-AAPZ-01A-11R-A41B-07","TCGA-FB-AAPZ-01A-11R-A41B-07",35.1022368421053,"TCGA-PAAD"
"TCGA-FB-AAQ2-01A-31R-A41B-07","TCGA-FB-AAQ2-01A-31R-A41B-07",21.7429631578947,"TCGA-PAAD"
"TCGA-LB-A8F3-01A-11R-A36G-07","TCGA-LB-A8F3-01A-11R-A36G-07",26.1463824561404,"TCGA-PAAD"
"TCGA-XD-AAUG-01A-61R-A41B-07","TCGA-XD-AAUG-01A-61R-A41B-07",140.272380701754,"TCGA-PAAD"
"TCGA-HZ-7925-01A-11R-2156-07","TCGA-HZ-7925-01A-11R-2156-07",189.737054385965,"TCGA-PAAD"
"TCGA-2L-AAQJ-01A-12R-A39D-07","TCGA-2L-AAQJ-01A-12R-A39D-07",28.2920543859649,"TCGA-PAAD"
"TCGA-HZ-A77O-01A-11R-A33R-07","TCGA-HZ-A77O-01A-11R-A33R-07",35.4290771929825,"TCGA-PAAD"
"TCGA-IB-7887-01A-11R-2156-07","TCGA-IB-7887-01A-11R-2156-07",75.4076929824561,"TCGA-PAAD"
"TCGA-FB-AAQ1-01A-12R-A41B-07","TCGA-FB-AAQ1-01A-12R-A41B-07",23.9133543859649,"TCGA-PAAD"
"TCGA-G8-6906-01A-11R-2213-07","TCGA-G8-6906-01A-11R-2213-07",12.2663456140351,"TCGA-DLBC"
"TCGA-FA-A7Q1-01A-11R-A38C-07","TCGA-FA-A7Q1-01A-11R-A38C-07",15.1313877192982,"TCGA-DLBC"
"TCGA-FA-A6HN-01A-11R-A31O-07","TCGA-FA-A6HN-01A-11R-A31O-07",5.92245438596491,"TCGA-DLBC"
"TCGA-GS-A9U4-01A-11R-A39D-07","TCGA-GS-A9U4-01A-11R-A39D-07",19.6686596491228,"TCGA-DLBC"
"TCGA-FF-8062-01A-11R-2213-07","TCGA-FF-8062-01A-11R-2213-07",6.60051052631579,"TCGA-DLBC"
"TCGA-FA-A4BB-01A-11R-A31O-07","TCGA-FA-A4BB-01A-11R-A31O-07",6.98912807017544,"TCGA-DLBC"
"TCGA-FF-A7CW-01A-11R-A38C-07","TCGA-FF-A7CW-01A-11R-A38C-07",2.18254035087719,"TCGA-DLBC"
"TCGA-GS-A9TU-01A-11R-A38C-07","TCGA-GS-A9TU-01A-11R-A38C-07",5.5599052631579,"TCGA-DLBC"
"TCGA-FF-8041-01A-11R-2213-07","TCGA-FF-8041-01A-11R-2213-07",6.90719824561404,"TCGA-DLBC"
"TCGA-RQ-A68N-01A-11R-A31O-07","TCGA-RQ-A68N-01A-11R-A31O-07",9.63924035087719,"TCGA-DLBC"
"TCGA-GS-A9TW-01A-11R-A38C-07","TCGA-GS-A9TW-01A-11R-A38C-07",24.9415912280702,"TCGA-DLBC"
"TCGA-FF-A7CX-01A-12R-A38C-07","TCGA-FF-A7CX-01A-12R-A38C-07",5.37331578947368,"TCGA-DLBC"
"TCGA-G8-6907-01A-11R-2213-07","TCGA-G8-6907-01A-11R-2213-07",3.41846842105263,"TCGA-DLBC"
"TCGA-GS-A9TT-01A-11R-A38C-07","TCGA-GS-A9TT-01A-11R-A38C-07",10.4978140350877,"TCGA-DLBC"
"TCGA-G8-6914-01A-11R-2213-07","TCGA-G8-6914-01A-11R-2213-07",19.5027105263158,"TCGA-DLBC"
"TCGA-GS-A9TQ-01A-11R-A38C-07","TCGA-GS-A9TQ-01A-11R-A38C-07",7.44032105263158,"TCGA-DLBC"
"TCGA-RQ-AAAT-01A-11R-A39D-07","TCGA-RQ-AAAT-01A-11R-A39D-07",4.13929473684211,"TCGA-DLBC"
"TCGA-GS-A9TX-01A-11R-A38C-07","TCGA-GS-A9TX-01A-11R-A38C-07",3.44322631578947,"TCGA-DLBC"
"TCGA-GR-A4D9-01B-11R-A31O-07","TCGA-GR-A4D9-01B-11R-A31O-07",10.8119631578947,"TCGA-DLBC"
"TCGA-FF-8046-01A-11R-2213-07","TCGA-FF-8046-01A-11R-2213-07",7.27477894736842,"TCGA-DLBC"
"TCGA-FA-A6HO-01A-11R-A31O-07","TCGA-FA-A6HO-01A-11R-A31O-07",2.33684912280702,"TCGA-DLBC"
"TCGA-G8-6324-01A-11R-2213-07","TCGA-G8-6324-01A-11R-2213-07",5.25562280701754,"TCGA-DLBC"
"TCGA-GS-A9TY-01A-11R-A39D-07","TCGA-GS-A9TY-01A-11R-A39D-07",6.41559824561404,"TCGA-DLBC"
"TCGA-GR-7351-01A-11R-2213-07","TCGA-GR-7351-01A-11R-2213-07",9.51134385964912,"TCGA-DLBC"
"TCGA-FA-8693-01A-11R-2404-07","TCGA-FA-8693-01A-11R-2404-07",17.6718035087719,"TCGA-DLBC"
"TCGA-G8-6909-01A-11R-2213-07","TCGA-G8-6909-01A-11R-2213-07",4.9086052631579,"TCGA-DLBC"
"TCGA-FA-A4XK-01A-11R-A31O-07","TCGA-FA-A4XK-01A-11R-A31O-07",44.9573122807017,"TCGA-DLBC"
"TCGA-VB-A8QN-01A-11R-A38C-07","TCGA-VB-A8QN-01A-11R-A38C-07",15.9583175438596,"TCGA-DLBC"
"TCGA-FF-8043-01A-11R-2213-07","TCGA-FF-8043-01A-11R-2213-07",10.1273280701754,"TCGA-DLBC"
"TCGA-FA-A86F-01A-11R-A38C-07","TCGA-FA-A86F-01A-11R-A38C-07",2.42482631578947,"TCGA-DLBC"
"TCGA-GR-A4D6-01A-11R-A31O-07","TCGA-GR-A4D6-01A-11R-A31O-07",2.57134385964912,"TCGA-DLBC"
"TCGA-GR-7353-01A-11R-2213-07","TCGA-GR-7353-01A-11R-2213-07",4.84522631578947,"TCGA-DLBC"
"TCGA-GS-A9TV-01A-11R-A38C-07","TCGA-GS-A9TV-01A-11R-A38C-07",4.07230175438596,"TCGA-DLBC"
"TCGA-FF-8061-01A-11R-2213-07","TCGA-FF-8061-01A-11R-2213-07",19.0462701754386,"TCGA-DLBC"
"TCGA-GR-A4D4-01A-11R-A31O-07","TCGA-GR-A4D4-01A-11R-A31O-07",19.9159403508772,"TCGA-DLBC"
"TCGA-RQ-A6JB-01A-11R-A31O-07","TCGA-RQ-A6JB-01A-11R-A31O-07",39.4853877192982,"TCGA-DLBC"
"TCGA-FM-8000-01A-11R-2213-07","TCGA-FM-8000-01A-11R-2213-07",9.83045614035088,"TCGA-DLBC"
"TCGA-FA-A82F-01A-11R-A38C-07","TCGA-FA-A82F-01A-11R-A38C-07",14.339450877193,"TCGA-DLBC"
"TCGA-G8-6325-01A-11R-2213-07","TCGA-G8-6325-01A-11R-2213-07",8.91033859649123,"TCGA-DLBC"
"TCGA-FA-A7DS-01A-11R-A38C-07","TCGA-FA-A7DS-01A-11R-A38C-07",4.39933157894737,"TCGA-DLBC"
"TCGA-GS-A9TZ-01A-11R-A39D-07","TCGA-GS-A9TZ-01A-11R-A39D-07",6.63112456140351,"TCGA-DLBC"
"TCGA-FF-8042-01A-11R-2213-07","TCGA-FF-8042-01A-11R-2213-07",7.67111929824561,"TCGA-DLBC"
"TCGA-FF-A7CQ-01A-11R-A38C-07","TCGA-FF-A7CQ-01A-11R-A38C-07",3.26080701754386,"TCGA-DLBC"
"TCGA-FF-A7CR-01A-11R-A38C-07","TCGA-FF-A7CR-01A-11R-A38C-07",3.83107192982456,"TCGA-DLBC"
"TCGA-GR-A4D5-01A-11R-A31O-07","TCGA-GR-A4D5-01A-11R-A31O-07",26.2496771929825,"TCGA-DLBC"
"TCGA-G8-6326-01A-11R-2213-07","TCGA-G8-6326-01A-11R-2213-07",8.6317,"TCGA-DLBC"
"TCGA-FF-8047-01A-11R-2213-07","TCGA-FF-8047-01A-11R-2213-07",2.54190701754386,"TCGA-DLBC"
"TCGA-GS-A9U3-01A-11R-A39D-07","TCGA-GS-A9U3-01A-11R-A39D-07",11.4010578947368,"TCGA-DLBC"
"TCGA-AB-2810-03A-01T-0736-13","TCGA-AB-2810-03A-01T-0736-13",1.62052105263158,"TCGA-LAML"
"TCGA-AB-2986-03A-01T-0734-13","TCGA-AB-2986-03A-01T-0734-13",1.11669122807018,"TCGA-LAML"
"TCGA-AB-2847-03A-01T-0736-13","TCGA-AB-2847-03A-01T-0736-13",1.83168421052632,"TCGA-LAML"
"TCGA-AB-2911-03A-01T-0734-13","TCGA-AB-2911-03A-01T-0734-13",1.53790175438596,"TCGA-LAML"
"TCGA-AB-2839-03A-01T-0734-13","TCGA-AB-2839-03A-01T-0734-13",1.52457543859649,"TCGA-LAML"
"TCGA-AB-2938-03A-01T-0736-13","TCGA-AB-2938-03A-01T-0736-13",4.21453157894737,"TCGA-LAML"
"TCGA-AB-2877-03A-01T-0735-13","TCGA-AB-2877-03A-01T-0735-13",4.45020350877193,"TCGA-LAML"
"TCGA-AB-2812-03A-01T-0734-13","TCGA-AB-2812-03A-01T-0734-13",1.76818596491228,"TCGA-LAML"
"TCGA-AB-2826-03A-01T-0734-13","TCGA-AB-2826-03A-01T-0734-13",1.5045701754386,"TCGA-LAML"
"TCGA-AB-2805-03A-01T-0734-13","TCGA-AB-2805-03A-01T-0734-13",1.66271228070175,"TCGA-LAML"
"TCGA-AB-2933-03A-01T-0734-13","TCGA-AB-2933-03A-01T-0734-13",1.7138649122807,"TCGA-LAML"
"TCGA-AB-2828-03A-01T-0734-13","TCGA-AB-2828-03A-01T-0734-13",1.48622631578947,"TCGA-LAML"
"TCGA-AB-2806-03A-01T-0734-13","TCGA-AB-2806-03A-01T-0734-13",2.06757543859649,"TCGA-LAML"
"TCGA-AB-3002-03A-01T-0736-13","TCGA-AB-3002-03A-01T-0736-13",1.90615614035088,"TCGA-LAML"
"TCGA-AB-2916-03A-01T-0734-13","TCGA-AB-2916-03A-01T-0734-13",1.81738070175439,"TCGA-LAML"
"TCGA-AB-2963-03A-01T-0734-13","TCGA-AB-2963-03A-01T-0734-13",1.54864912280702,"TCGA-LAML"
"TCGA-AB-2908-03A-01T-0740-13","TCGA-AB-2908-03A-01T-0740-13",1.62102807017544,"TCGA-LAML"
"TCGA-AB-3000-03A-01T-0736-13","TCGA-AB-3000-03A-01T-0736-13",1.36620350877193,"TCGA-LAML"
"TCGA-AB-2815-03A-01T-0734-13","TCGA-AB-2815-03A-01T-0734-13",1.73461228070175,"TCGA-LAML"
"TCGA-AB-2948-03A-01T-0740-13","TCGA-AB-2948-03A-01T-0740-13",2.33991403508772,"TCGA-LAML"
"TCGA-AB-2896-03B-01T-0751-13","TCGA-AB-2896-03B-01T-0751-13",1.57265614035088,"TCGA-LAML"
"TCGA-AB-2823-03A-01T-0736-13","TCGA-AB-2823-03A-01T-0736-13",2.90988771929825,"TCGA-LAML"
"TCGA-AB-2956-03A-01T-0740-13","TCGA-AB-2956-03A-01T-0740-13",2.3191,"TCGA-LAML"
"TCGA-AB-2937-03A-01T-0734-13","TCGA-AB-2937-03A-01T-0734-13",1.3916,"TCGA-LAML"
"TCGA-AB-2976-03A-01T-0734-13","TCGA-AB-2976-03A-01T-0734-13",1.62986315789474,"TCGA-LAML"
"TCGA-AB-2830-03A-01T-0736-13","TCGA-AB-2830-03A-01T-0736-13",1.73323157894737,"TCGA-LAML"
"TCGA-AB-2846-03A-01T-0736-13","TCGA-AB-2846-03A-01T-0736-13",1.67429298245614,"TCGA-LAML"
"TCGA-AB-2814-03A-01T-0734-13","TCGA-AB-2814-03A-01T-0734-13",1.46308596491228,"TCGA-LAML"
"TCGA-AB-2858-03A-01T-0736-13","TCGA-AB-2858-03A-01T-0736-13",1.16055614035088,"TCGA-LAML"
"TCGA-AB-2995-03A-01T-0735-13","TCGA-AB-2995-03A-01T-0735-13",2.48366315789474,"TCGA-LAML"
"TCGA-AB-2834-03A-01T-0734-13","TCGA-AB-2834-03A-01T-0734-13",1.78232456140351,"TCGA-LAML"
"TCGA-AB-2857-03A-01T-0736-13","TCGA-AB-2857-03A-01T-0736-13",2.83423684210526,"TCGA-LAML"
"TCGA-AB-2851-03A-01T-0736-13","TCGA-AB-2851-03A-01T-0736-13",1.36622280701754,"TCGA-LAML"
"TCGA-AB-2813-03A-01T-0736-13","TCGA-AB-2813-03A-01T-0736-13",1.81369824561404,"TCGA-LAML"
"TCGA-AB-2856-03A-01T-0736-13","TCGA-AB-2856-03A-01T-0736-13",1.16245614035088,"TCGA-LAML"
"TCGA-AB-2822-03A-01T-0734-13","TCGA-AB-2822-03A-01T-0734-13",1.72351754385965,"TCGA-LAML"
"TCGA-AB-2820-03A-01T-0735-13","TCGA-AB-2820-03A-01T-0735-13",1.37839122807018,"TCGA-LAML"
"TCGA-AB-2987-03A-01T-0734-13","TCGA-AB-2987-03A-01T-0734-13",1.87386140350877,"TCGA-LAML"
"TCGA-AB-2912-03A-01T-0734-13","TCGA-AB-2912-03A-01T-0734-13",2.28184912280702,"TCGA-LAML"
"TCGA-AB-2927-03A-01T-0740-13","TCGA-AB-2927-03A-01T-0740-13",2.01396315789474,"TCGA-LAML"
"TCGA-AB-2900-03A-01T-0735-13","TCGA-AB-2900-03A-01T-0735-13",1.21909649122807,"TCGA-LAML"
"TCGA-AB-2843-03A-01T-0736-13","TCGA-AB-2843-03A-01T-0736-13",1.66449122807018,"TCGA-LAML"
"TCGA-AB-2836-03A-01T-0736-13","TCGA-AB-2836-03A-01T-0736-13",1.23889122807018,"TCGA-LAML"
"TCGA-AB-3001-03A-01T-0736-13","TCGA-AB-3001-03A-01T-0736-13",2.46608596491228,"TCGA-LAML"
"TCGA-AB-2859-03A-01T-0736-13","TCGA-AB-2859-03A-01T-0736-13",1.73590175438596,"TCGA-LAML"
"TCGA-AB-2914-03A-01T-0734-13","TCGA-AB-2914-03A-01T-0734-13",1.55627719298246,"TCGA-LAML"
"TCGA-AB-2898-03A-01T-0735-13","TCGA-AB-2898-03A-01T-0735-13",2.22810526315789,"TCGA-LAML"
"TCGA-AB-3009-03A-01T-0736-13","TCGA-AB-3009-03A-01T-0736-13",1.65720877192982,"TCGA-LAML"
"TCGA-AB-2981-03B-01T-0748-13","TCGA-AB-2981-03B-01T-0748-13",1.34781052631579,"TCGA-LAML"
"TCGA-AB-2918-03A-01T-0740-13","TCGA-AB-2918-03A-01T-0740-13",1.13908421052632,"TCGA-LAML"
"TCGA-AB-2866-03A-01T-0736-13","TCGA-AB-2866-03A-01T-0736-13",1.30925263157895,"TCGA-LAML"
"TCGA-AB-2901-03A-01T-0735-13","TCGA-AB-2901-03A-01T-0735-13",1.84398070175439,"TCGA-LAML"
"TCGA-AB-2845-03B-01T-0748-13","TCGA-AB-2845-03B-01T-0748-13",1.3019,"TCGA-LAML"
"TCGA-AB-2842-03A-01T-0734-13","TCGA-AB-2842-03A-01T-0734-13",1.94221754385965,"TCGA-LAML"
"TCGA-AB-2862-03A-01T-0736-13","TCGA-AB-2862-03A-01T-0736-13",2.17488245614035,"TCGA-LAML"
"TCGA-AB-2861-03A-01T-0736-13","TCGA-AB-2861-03A-01T-0736-13",1.4893350877193,"TCGA-LAML"
"TCGA-AB-2988-03B-01T-0748-13","TCGA-AB-2988-03B-01T-0748-13",1.42955263157895,"TCGA-LAML"
"TCGA-AB-2980-03A-01T-0734-13","TCGA-AB-2980-03A-01T-0734-13",2.53628596491228,"TCGA-LAML"
"TCGA-AB-2919-03A-01T-0740-13","TCGA-AB-2919-03A-01T-0740-13",1.51475789473684,"TCGA-LAML"
"TCGA-AB-2984-03A-01T-0734-13","TCGA-AB-2984-03A-01T-0734-13",1.17272280701754,"TCGA-LAML"
"TCGA-AB-2825-03A-01T-0736-13","TCGA-AB-2825-03A-01T-0736-13",1.67798245614035,"TCGA-LAML"
"TCGA-AB-2870-03A-01T-0735-13","TCGA-AB-2870-03A-01T-0735-13",1.31824912280702,"TCGA-LAML"
"TCGA-AB-2941-03A-01T-0740-13","TCGA-AB-2941-03A-01T-0740-13",1.65914912280702,"TCGA-LAML"
"TCGA-AB-2983-03A-01T-0734-13","TCGA-AB-2983-03A-01T-0734-13",1.71399298245614,"TCGA-LAML"
"TCGA-AB-2889-03A-01T-0735-13","TCGA-AB-2889-03A-01T-0735-13",1.56224561403509,"TCGA-LAML"
"TCGA-AB-2840-03A-01T-0734-13","TCGA-AB-2840-03A-01T-0734-13",2.1443649122807,"TCGA-LAML"
"TCGA-AB-2932-03A-01T-0740-13","TCGA-AB-2932-03A-01T-0740-13",1.59884912280702,"TCGA-LAML"
"TCGA-AB-2867-03A-01T-0734-13","TCGA-AB-2867-03A-01T-0734-13",1.49077368421053,"TCGA-LAML"
"TCGA-AB-2917-03A-01T-0734-13","TCGA-AB-2917-03A-01T-0734-13",1.90354561403509,"TCGA-LAML"
"TCGA-AB-2996-03A-01T-0735-13","TCGA-AB-2996-03A-01T-0735-13",2.00355614035088,"TCGA-LAML"
"TCGA-AB-2849-03A-01T-0734-13","TCGA-AB-2849-03A-01T-0734-13",2.3001298245614,"TCGA-LAML"
"TCGA-AB-2931-03A-01T-0740-13","TCGA-AB-2931-03A-01T-0740-13",1.73770701754386,"TCGA-LAML"
"TCGA-AB-2955-03A-01T-0734-13","TCGA-AB-2955-03A-01T-0734-13",1.56791228070175,"TCGA-LAML"
"TCGA-AB-2888-03B-01T-0748-13","TCGA-AB-2888-03B-01T-0748-13",1.29842807017544,"TCGA-LAML"
"TCGA-AB-2950-03A-01T-0735-13","TCGA-AB-2950-03A-01T-0735-13",1.93802456140351,"TCGA-LAML"
"TCGA-AB-2818-03A-01T-0734-13","TCGA-AB-2818-03A-01T-0734-13",1.80118596491228,"TCGA-LAML"
"TCGA-AB-2808-03A-01T-0734-13","TCGA-AB-2808-03A-01T-0734-13",1.61621929824561,"TCGA-LAML"
"TCGA-AB-2940-03A-01T-0736-13","TCGA-AB-2940-03A-01T-0736-13",1.39995263157895,"TCGA-LAML"
"TCGA-AB-2897-03A-01T-0735-13","TCGA-AB-2897-03A-01T-0735-13",2.24664736842105,"TCGA-LAML"
"TCGA-AB-2990-03B-01T-0748-13","TCGA-AB-2990-03B-01T-0748-13",1.48383684210526,"TCGA-LAML"
"TCGA-AB-2915-03A-01T-0740-13","TCGA-AB-2915-03A-01T-0740-13",1.14786842105263,"TCGA-LAML"
"TCGA-AB-2939-03A-01T-0740-13","TCGA-AB-2939-03A-01T-0740-13",1.79384736842105,"TCGA-LAML"
"TCGA-AB-2885-03A-01T-0735-13","TCGA-AB-2885-03A-01T-0735-13",1.90778421052632,"TCGA-LAML"
"TCGA-AB-2925-03A-01T-0735-13","TCGA-AB-2925-03A-01T-0735-13",1.73834561403509,"TCGA-LAML"
"TCGA-AB-2973-03A-01T-0734-13","TCGA-AB-2973-03A-01T-0734-13",1.8183,"TCGA-LAML"
"TCGA-AB-2893-03A-01T-0734-13","TCGA-AB-2893-03A-01T-0734-13",1.72250701754386,"TCGA-LAML"
"TCGA-AB-2913-03A-01T-0734-13","TCGA-AB-2913-03A-01T-0734-13",2.27146842105263,"TCGA-LAML"
"TCGA-AB-2975-03A-01T-0734-13","TCGA-AB-2975-03A-01T-0734-13",1.56050701754386,"TCGA-LAML"
"TCGA-AB-2811-03B-01T-0760-13","TCGA-AB-2811-03B-01T-0760-13",2.02349122807018,"TCGA-LAML"
