"","Sample_ID","Stiffness_Score","Tumor_Type"
"TCGA-CN-6995-01A-31R-2016-07","TCGA-CN-6995-01A-31R-2016-07",11.9490842105263,"TCGA-HNSC"
"TCGA-P3-A5Q5-01A-11R-A28V-07","TCGA-P3-A5Q5-01A-11R-A28V-07",6.03493859649123,"TCGA-HNSC"
"TCGA-QK-A6II-01A-11R-A31N-07","TCGA-QK-A6II-01A-11R-A31N-07",5.53565263157895,"TCGA-HNSC"
"TCGA-UF-A7JF-01A-11R-A34R-07","TCGA-UF-A7JF-01A-11R-A34R-07",9.0535649122807,"TCGA-HNSC"
"TCGA-CN-4725-01A-01R-1436-07","TCGA-CN-4725-01A-01R-1436-07",15.9403947368421,"TCGA-HNSC"
"TCGA-D6-6827-01A-11R-1915-07","TCGA-D6-6827-01A-11R-1915-07",15.7565228070175,"TCGA-HNSC"
"TCGA-CV-5442-01A-01R-1514-07","TCGA-CV-5442-01A-01R-1514-07",5.37904385964912,"TCGA-HNSC"
"TCGA-QK-A8ZB-01A-11R-A39I-07","TCGA-QK-A8ZB-01A-11R-A39I-07",58.5591543859649,"TCGA-HNSC"
"TCGA-QK-A6VC-01A-23R-A34R-07","TCGA-QK-A6VC-01A-23R-A34R-07",15.4620315789474,"TCGA-HNSC"
"TCGA-BA-6872-01A-11R-1873-07","TCGA-BA-6872-01A-11R-1873-07",27.7633877192982,"TCGA-HNSC"
"TCGA-CV-5439-01A-01R-1686-07","TCGA-CV-5439-01A-01R-1686-07",5.20866315789474,"TCGA-HNSC"
"TCGA-DQ-7591-01A-11R-2081-07","TCGA-DQ-7591-01A-11R-2081-07",8.04232456140351,"TCGA-HNSC"
"TCGA-CV-A6K1-01A-11R-A31N-07","TCGA-CV-A6K1-01A-11R-A31N-07",10.7428894736842,"TCGA-HNSC"
"TCGA-CV-6954-01A-11R-1915-07","TCGA-CV-6954-01A-11R-1915-07",26.1844192982456,"TCGA-HNSC"
"TCGA-CV-6961-01A-21R-1915-07","TCGA-CV-6961-01A-21R-1915-07",31.4338438596491,"TCGA-HNSC"
"TCGA-CQ-5325-01A-01R-1686-07","TCGA-CQ-5325-01A-01R-1686-07",33.4975754385965,"TCGA-HNSC"
"TCGA-CV-6003-01A-11R-1686-07","TCGA-CV-6003-01A-11R-1686-07",8.88938771929825,"TCGA-HNSC"
"TCGA-CN-6988-01A-11R-1915-07","TCGA-CN-6988-01A-11R-1915-07",8.88192456140351,"TCGA-HNSC"
"TCGA-CV-A6JD-01A-11R-A31N-07","TCGA-CV-A6JD-01A-11R-A31N-07",29.0279561403509,"TCGA-HNSC"
"TCGA-HD-8224-01A-11R-2403-07","TCGA-HD-8224-01A-11R-2403-07",19.5757543859649,"TCGA-HNSC"
"TCGA-CN-4742-01A-02R-1514-07","TCGA-CN-4742-01A-02R-1514-07",72.6305456140351,"TCGA-HNSC"
"TCGA-CV-7429-01A-11R-2132-07","TCGA-CV-7429-01A-11R-2132-07",32.1307175438596,"TCGA-HNSC"
"TCGA-P3-A5QF-01A-11R-A28V-07","TCGA-P3-A5QF-01A-11R-A28V-07",5.90838596491228,"TCGA-HNSC"
"TCGA-CR-7372-01A-11R-2016-07","TCGA-CR-7372-01A-11R-2016-07",44.4474912280702,"TCGA-HNSC"
"TCGA-P3-A6T5-01A-11R-A34R-07","TCGA-P3-A6T5-01A-11R-A34R-07",27.6093298245614,"TCGA-HNSC"
"TCGA-CR-6482-01A-11R-1873-07","TCGA-CR-6482-01A-11R-1873-07",20.5303877192982,"TCGA-HNSC"
"TCGA-F7-A624-01A-22R-A30B-07","TCGA-F7-A624-01A-22R-A30B-07",5.51585964912281,"TCGA-HNSC"
"TCGA-CN-6996-01A-11R-1915-07","TCGA-CN-6996-01A-11R-1915-07",24.9507614035088,"TCGA-HNSC"
"TCGA-QK-A652-01A-11R-A30B-07","TCGA-QK-A652-01A-11R-A30B-07",21.903801754386,"TCGA-HNSC"
"TCGA-CV-7242-01A-11R-2016-07","TCGA-CV-7242-01A-11R-2016-07",17.1234210526316,"TCGA-HNSC"
"TCGA-TN-A7HL-01A-11R-A34R-07","TCGA-TN-A7HL-01A-11R-A34R-07",5.38792280701754,"TCGA-HNSC"
"TCGA-CV-A6JZ-01A-11R-A31N-07","TCGA-CV-A6JZ-01A-11R-A31N-07",33.6438263157895,"TCGA-HNSC"
"TCGA-CV-5444-01A-02R-1514-07","TCGA-CV-5444-01A-02R-1514-07",111.218007017544,"TCGA-HNSC"
"TCGA-CV-6934-01A-11R-1915-07","TCGA-CV-6934-01A-11R-1915-07",108.484296491228,"TCGA-HNSC"
"TCGA-CN-4731-01A-01R-1436-07","TCGA-CN-4731-01A-01R-1436-07",38.8417052631579,"TCGA-HNSC"
"TCGA-MT-A67F-01A-11R-A30B-07","TCGA-MT-A67F-01A-11R-A30B-07",11.3964964912281,"TCGA-HNSC"
"TCGA-F7-8489-01A-31R-2403-07","TCGA-F7-8489-01A-31R-2403-07",32.6733333333333,"TCGA-HNSC"
"TCGA-CR-7380-01A-11R-2016-07","TCGA-CR-7380-01A-11R-2016-07",46.4267263157895,"TCGA-HNSC"
"TCGA-DQ-5625-01A-01R-1873-07","TCGA-DQ-5625-01A-01R-1873-07",19.6587964912281,"TCGA-HNSC"
"TCGA-UF-A7JC-01A-21R-A34R-07","TCGA-UF-A7JC-01A-21R-A34R-07",10.2989877192982,"TCGA-HNSC"
"TCGA-BA-A4IG-01A-11R-A266-07","TCGA-BA-A4IG-01A-11R-A266-07",7.33985789473684,"TCGA-HNSC"
"TCGA-CN-5370-01A-01R-2016-07","TCGA-CN-5370-01A-01R-2016-07",76.1404385964912,"TCGA-HNSC"
"TCGA-CN-6018-01A-11R-1686-07","TCGA-CN-6018-01A-11R-1686-07",62.5124175438596,"TCGA-HNSC"
"TCGA-D6-A4Z9-01A-11R-A24Z-07","TCGA-D6-A4Z9-01A-11R-A24Z-07",16.4264964912281,"TCGA-HNSC"
"TCGA-BB-8596-01A-11R-2403-07","TCGA-BB-8596-01A-11R-2403-07",78.7160122807018,"TCGA-HNSC"
"TCGA-CN-5360-01A-01R-1436-07","TCGA-CN-5360-01A-01R-1436-07",14.9573385964912,"TCGA-HNSC"
"TCGA-CV-6441-01A-11R-1686-07","TCGA-CV-6441-01A-11R-1686-07",10.2758964912281,"TCGA-HNSC"
"TCGA-H7-A76A-01A-51R-A34R-07","TCGA-H7-A76A-01A-51R-A34R-07",59.6276245614035,"TCGA-HNSC"
"TCGA-CV-7102-01A-11R-2016-07","TCGA-CV-7102-01A-11R-2016-07",59.7515649122807,"TCGA-HNSC"
"TCGA-CN-A6V6-01A-12R-A34R-07","TCGA-CN-A6V6-01A-12R-A34R-07",10.8251228070175,"TCGA-HNSC"
"TCGA-CQ-6227-01A-11R-1915-07","TCGA-CQ-6227-01A-11R-1915-07",34.2904719298246,"TCGA-HNSC"
"TCGA-CQ-A4C6-01A-11R-A24Z-07","TCGA-CQ-A4C6-01A-11R-A24Z-07",28.0277175438597,"TCGA-HNSC"
"TCGA-CV-7247-01A-11R-2016-07","TCGA-CV-7247-01A-11R-2016-07",26.6425947368421,"TCGA-HNSC"
"TCGA-KU-A66S-01A-21R-A30B-07","TCGA-KU-A66S-01A-21R-A30B-07",10.8941859649123,"TCGA-HNSC"
"TCGA-D6-8568-01A-11R-2403-07","TCGA-D6-8568-01A-11R-2403-07",29.2093210526316,"TCGA-HNSC"
"TCGA-CR-6491-01A-11R-1873-07","TCGA-CR-6491-01A-11R-1873-07",16.1478175438596,"TCGA-HNSC"
"TCGA-CN-A641-01A-11R-A30B-07","TCGA-CN-A641-01A-11R-A30B-07",7.31712456140351,"TCGA-HNSC"
"TCGA-CV-7411-01A-11R-2081-07","TCGA-CV-7411-01A-11R-2081-07",29.9290052631579,"TCGA-HNSC"
"TCGA-IQ-7632-01A-11R-2081-07","TCGA-IQ-7632-01A-11R-2081-07",14.9428631578947,"TCGA-HNSC"
"TCGA-CN-A6UY-01A-12R-A34R-07","TCGA-CN-A6UY-01A-12R-A34R-07",7.15948771929825,"TCGA-HNSC"
"TCGA-CN-5367-01A-01R-1436-07","TCGA-CN-5367-01A-01R-1436-07",18.0974280701754,"TCGA-HNSC"
"TCGA-DQ-7594-01A-11R-2232-07","TCGA-DQ-7594-01A-11R-2232-07",12.7723929824561,"TCGA-HNSC"
"TCGA-CV-7434-01A-11R-2132-07","TCGA-CV-7434-01A-11R-2132-07",15.2421333333333,"TCGA-HNSC"
"TCGA-QK-A6VB-01A-12R-A34R-07","TCGA-QK-A6VB-01A-12R-A34R-07",17.2146105263158,"TCGA-HNSC"
"TCGA-CQ-6218-01A-11R-1915-07","TCGA-CQ-6218-01A-11R-1915-07",26.4436315789474,"TCGA-HNSC"
"TCGA-CN-A6V7-01A-12R-A34R-07","TCGA-CN-A6V7-01A-12R-A34R-07",6.37221052631579,"TCGA-HNSC"
"TCGA-QK-AA3J-01A-11R-A39I-07","TCGA-QK-AA3J-01A-11R-A39I-07",6.31423859649123,"TCGA-HNSC"
"TCGA-CR-7390-01A-11R-2016-07","TCGA-CR-7390-01A-11R-2016-07",44.0916035087719,"TCGA-HNSC"
"TCGA-CQ-A4CB-01A-11R-A24Z-07","TCGA-CQ-A4CB-01A-11R-A24Z-07",46.8256315789474,"TCGA-HNSC"
"TCGA-UF-A7JJ-01A-11R-A34R-07","TCGA-UF-A7JJ-01A-11R-A34R-07",99.9724964912281,"TCGA-HNSC"
"TCGA-CN-6994-01A-11R-1915-07","TCGA-CN-6994-01A-11R-1915-07",45.8225912280702,"TCGA-HNSC"
"TCGA-CQ-A4C9-01A-11R-A24Z-07","TCGA-CQ-A4C9-01A-11R-A24Z-07",23.4600122807018,"TCGA-HNSC"
"TCGA-MT-A51W-01A-21R-A266-07","TCGA-MT-A51W-01A-21R-A266-07",12.1479842105263,"TCGA-HNSC"
"TCGA-CN-A49B-01A-31R-A24H-07","TCGA-CN-A49B-01A-31R-A24H-07",14.5763070175439,"TCGA-HNSC"
"TCGA-CV-A465-01A-11R-A266-07","TCGA-CV-A465-01A-11R-A266-07",8.55242807017544,"TCGA-HNSC"
"TCGA-CN-6013-01A-11R-1686-07","TCGA-CN-6013-01A-11R-1686-07",13.1704298245614,"TCGA-HNSC"
"TCGA-T2-A6X2-01A-12R-A34R-07","TCGA-T2-A6X2-01A-12R-A34R-07",28.0925824561403,"TCGA-HNSC"
"TCGA-4P-AA8J-01A-11R-A39I-07","TCGA-4P-AA8J-01A-11R-A39I-07",64.1577929824561,"TCGA-HNSC"
"TCGA-CN-A497-01A-11R-A24H-07","TCGA-CN-A497-01A-11R-A24H-07",23.4704035087719,"TCGA-HNSC"
"TCGA-CQ-5324-01A-01R-1686-07","TCGA-CQ-5324-01A-01R-1686-07",21.0757122807018,"TCGA-HNSC"
"TCGA-F7-A50I-01A-11R-A28V-07","TCGA-F7-A50I-01A-11R-A28V-07",27.1019105263158,"TCGA-HNSC"
"TCGA-F7-A61S-01A-11R-A28V-07","TCGA-F7-A61S-01A-11R-A28V-07",8.33434385964912,"TCGA-HNSC"
"TCGA-P3-A6T7-01A-11R-A34R-07","TCGA-P3-A6T7-01A-11R-A34R-07",15.7824403508772,"TCGA-HNSC"
"TCGA-BA-4076-01A-01R-1436-07","TCGA-BA-4076-01A-01R-1436-07",10.9639070175439,"TCGA-HNSC"
"TCGA-CV-6952-01A-11R-1915-07","TCGA-CV-6952-01A-11R-1915-07",17.3597052631579,"TCGA-HNSC"
"TCGA-BB-7872-01A-11R-2232-07","TCGA-BB-7872-01A-11R-2232-07",58.0270263157895,"TCGA-HNSC"
"TCGA-P3-A5QA-01A-11R-A28V-07","TCGA-P3-A5QA-01A-11R-A28V-07",60.2376596491228,"TCGA-HNSC"
"TCGA-F7-7848-01A-11R-2132-07","TCGA-F7-7848-01A-11R-2132-07",18.2270719298246,"TCGA-HNSC"
"TCGA-UF-A7J9-01A-12R-A34R-07","TCGA-UF-A7J9-01A-12R-A34R-07",88.7619263157895,"TCGA-HNSC"
"TCGA-CR-7391-01A-11R-2016-07","TCGA-CR-7391-01A-11R-2016-07",34.7954824561403,"TCGA-HNSC"
"TCGA-CV-6436-01A-11R-1686-07","TCGA-CV-6436-01A-11R-1686-07",6.69099122807018,"TCGA-HNSC"
"TCGA-CR-7369-01A-11R-2132-07","TCGA-CR-7369-01A-11R-2132-07",28.5339385964912,"TCGA-HNSC"
"TCGA-F7-A50G-01A-11R-A266-07","TCGA-F7-A50G-01A-11R-A266-07",15.4613298245614,"TCGA-HNSC"
"TCGA-CV-A6JO-01B-11R-A34R-07","TCGA-CV-A6JO-01B-11R-A34R-07",11.7802614035088,"TCGA-HNSC"
"TCGA-QK-A8ZA-01A-11R-A39I-07","TCGA-QK-A8ZA-01A-11R-A39I-07",6.97597543859649,"TCGA-HNSC"
"TCGA-TN-A7HI-01A-11R-A34R-07","TCGA-TN-A7HI-01A-11R-A34R-07",13.2216105263158,"TCGA-HNSC"
"TCGA-QK-A8Z9-01B-11R-A39I-07","TCGA-QK-A8Z9-01B-11R-A39I-07",123.759298245614,"TCGA-HNSC"
"TCGA-CR-6487-01A-11R-1873-07","TCGA-CR-6487-01A-11R-1873-07",12.342801754386,"TCGA-HNSC"
"TCGA-CV-6962-01A-11R-1915-07","TCGA-CV-6962-01A-11R-1915-07",10.9966736842105,"TCGA-HNSC"
"TCGA-KU-A6H8-01A-21R-A34R-07","TCGA-KU-A6H8-01A-21R-A34R-07",14.8326228070175,"TCGA-HNSC"
"TCGA-CV-7097-01A-11R-2016-07","TCGA-CV-7097-01A-11R-2016-07",37.4896824561404,"TCGA-HNSC"
"TCGA-HL-7533-01A-11R-2232-07","TCGA-HL-7533-01A-11R-2232-07",12.7688368421053,"TCGA-HNSC"
"TCGA-CR-6474-01A-11R-1873-07","TCGA-CR-6474-01A-11R-1873-07",109.821489473684,"TCGA-HNSC"
"TCGA-CN-A63T-01A-11R-A28V-07","TCGA-CN-A63T-01A-11R-A28V-07",14.5240964912281,"TCGA-HNSC"
"TCGA-IQ-A61I-01A-11R-A30B-07","TCGA-IQ-A61I-01A-11R-A30B-07",5.75387543859649,"TCGA-HNSC"
"TCGA-CN-5369-01A-01R-1436-07","TCGA-CN-5369-01A-01R-1436-07",26.2845245614035,"TCGA-HNSC"
"TCGA-CR-6480-01A-11R-1873-07","TCGA-CR-6480-01A-11R-1873-07",6.58482631578947,"TCGA-HNSC"
"TCGA-BA-A4IH-01A-11R-A266-07","TCGA-BA-A4IH-01A-11R-A266-07",15.5255280701754,"TCGA-HNSC"
"TCGA-QK-A6IJ-01A-11R-A31N-07","TCGA-QK-A6IJ-01A-11R-A31N-07",6.83875438596491,"TCGA-HNSC"
"TCGA-BA-6873-01A-11R-1873-07","TCGA-BA-6873-01A-11R-1873-07",25.1053894736842,"TCGA-HNSC"
"TCGA-CN-5359-01A-01R-1436-07","TCGA-CN-5359-01A-01R-1436-07",76.4001473684211,"TCGA-HNSC"
"TCGA-MT-A7BN-01A-12R-A34R-07","TCGA-MT-A7BN-01A-12R-A34R-07",27.5142789473684,"TCGA-HNSC"
"TCGA-HD-A633-01A-11R-A28V-07","TCGA-HD-A633-01A-11R-A28V-07",21.8534333333333,"TCGA-HNSC"
"TCGA-QK-A6IH-01A-11R-A31N-07","TCGA-QK-A6IH-01A-11R-A31N-07",21.1407140350877,"TCGA-HNSC"
"TCGA-CV-6945-01A-11R-1915-07","TCGA-CV-6945-01A-11R-1915-07",28.464798245614,"TCGA-HNSC"
"TCGA-CQ-A4CD-01A-21R-A24Z-07","TCGA-CQ-A4CD-01A-21R-A24Z-07",15.9548666666667,"TCGA-HNSC"
"TCGA-CR-7383-01A-11R-2132-07","TCGA-CR-7383-01A-11R-2132-07",54.4104,"TCGA-HNSC"
"TCGA-BB-7866-01A-11R-2232-07","TCGA-BB-7866-01A-11R-2232-07",10.9583385964912,"TCGA-HNSC"
"TCGA-CV-5443-01A-01R-1514-07","TCGA-CV-5443-01A-01R-1514-07",13.8639192982456,"TCGA-HNSC"
"TCGA-CX-A4AQ-01A-11R-A24Z-07","TCGA-CX-A4AQ-01A-11R-A24Z-07",27.6332614035088,"TCGA-HNSC"
"TCGA-CV-5976-01A-11R-1686-07","TCGA-CV-5976-01A-11R-1686-07",25.1096,"TCGA-HNSC"
"TCGA-UF-A7JK-01A-11R-A34R-07","TCGA-UF-A7JK-01A-11R-A34R-07",21.7237175438596,"TCGA-HNSC"
"TCGA-CV-5970-01A-11R-1686-07","TCGA-CV-5970-01A-11R-1686-07",34.9925070175439,"TCGA-HNSC"
"TCGA-CN-6017-01A-11R-1686-07","TCGA-CN-6017-01A-11R-1686-07",48.9958596491228,"TCGA-HNSC"
"TCGA-CR-7373-01A-11R-2016-07","TCGA-CR-7373-01A-11R-2016-07",15.3562157894737,"TCGA-HNSC"
"TCGA-BB-4217-01A-11R-2081-07","TCGA-BB-4217-01A-11R-2081-07",11.1590368421053,"TCGA-HNSC"
"TCGA-CV-A45T-01A-11R-A24H-07","TCGA-CV-A45T-01A-11R-A24H-07",13.6458315789474,"TCGA-HNSC"
"TCGA-CV-6943-01A-11R-1915-07","TCGA-CV-6943-01A-11R-1915-07",106.770431578947,"TCGA-HNSC"
"TCGA-CR-6467-01A-11R-1873-07","TCGA-CR-6467-01A-11R-1873-07",10.0557298245614,"TCGA-HNSC"
"TCGA-CV-6940-01A-11R-1915-07","TCGA-CV-6940-01A-11R-1915-07",25.8362350877193,"TCGA-HNSC"
"TCGA-T2-A6WX-01A-12R-A34R-07","TCGA-T2-A6WX-01A-12R-A34R-07",10.4789912280702,"TCGA-HNSC"
"TCGA-CV-6956-01A-21R-2016-07","TCGA-CV-6956-01A-21R-2016-07",14.4892649122807,"TCGA-HNSC"
"TCGA-D6-6515-01A-21R-1873-07","TCGA-D6-6515-01A-21R-1873-07",52.6371368421053,"TCGA-HNSC"
"TCGA-CV-7178-01A-21R-2016-07","TCGA-CV-7178-01A-21R-2016-07",62.6900157894737,"TCGA-HNSC"
"TCGA-P3-A6T8-01A-11R-A34R-07","TCGA-P3-A6T8-01A-11R-A34R-07",131.267135087719,"TCGA-HNSC"
"TCGA-F7-A61W-01A-11R-A28V-07","TCGA-F7-A61W-01A-11R-A28V-07",12.1876456140351,"TCGA-HNSC"
"TCGA-CV-5973-01A-11R-1686-07","TCGA-CV-5973-01A-11R-1686-07",7.33734736842105,"TCGA-HNSC"
"TCGA-CN-6012-01A-11R-1686-07","TCGA-CN-6012-01A-11R-1686-07",15.6718614035088,"TCGA-HNSC"
"TCGA-CV-7100-01A-11R-2016-07","TCGA-CV-7100-01A-11R-2016-07",32.2196929824561,"TCGA-HNSC"
"TCGA-IQ-A61H-01A-11R-A30B-07","TCGA-IQ-A61H-01A-11R-A30B-07",17.8705403508772,"TCGA-HNSC"
"TCGA-CV-7428-01A-11R-2132-07","TCGA-CV-7428-01A-11R-2132-07",13.2186684210526,"TCGA-HNSC"
"TCGA-CV-A45R-01A-11R-A24H-07","TCGA-CV-A45R-01A-11R-A24H-07",62.8614947368421,"TCGA-HNSC"
"TCGA-DQ-5630-01A-01R-1873-07","TCGA-DQ-5630-01A-01R-1873-07",43.4406754385965,"TCGA-HNSC"
"TCGA-CR-7402-01A-11R-2016-07","TCGA-CR-7402-01A-11R-2016-07",13.7796035087719,"TCGA-HNSC"
"TCGA-HD-A6HZ-01A-12R-A31N-07","TCGA-HD-A6HZ-01A-12R-A31N-07",24.2835614035088,"TCGA-HNSC"
"TCGA-CN-6020-01A-11R-1686-07","TCGA-CN-6020-01A-11R-1686-07",38.5579175438597,"TCGA-HNSC"
"TCGA-CV-7263-01A-11R-2016-07","TCGA-CV-7263-01A-11R-2016-07",44.8855789473684,"TCGA-HNSC"
"TCGA-CV-A45V-01A-21R-A24Z-07","TCGA-CV-A45V-01A-21R-A24Z-07",23.8526140350877,"TCGA-HNSC"
"TCGA-CN-4723-01A-01R-1436-07","TCGA-CN-4723-01A-01R-1436-07",37.2813526315789,"TCGA-HNSC"
"TCGA-CQ-6220-01A-11R-1915-07","TCGA-CQ-6220-01A-11R-1915-07",11.1214912280702,"TCGA-HNSC"
"TCGA-CN-4738-01A-02R-1514-07","TCGA-CN-4738-01A-02R-1514-07",11.407901754386,"TCGA-HNSC"
"TCGA-CR-6481-01A-11R-1873-07","TCGA-CR-6481-01A-11R-1873-07",16.5012157894737,"TCGA-HNSC"
"TCGA-CR-7385-01A-11R-2016-07","TCGA-CR-7385-01A-11R-2016-07",7.90908596491228,"TCGA-HNSC"
"TCGA-CQ-5330-01A-01R-1686-07","TCGA-CQ-5330-01A-01R-1686-07",58.705001754386,"TCGA-HNSC"
"TCGA-HD-A634-01A-11R-A28V-07","TCGA-HD-A634-01A-11R-A28V-07",4.59750350877193,"TCGA-HNSC"
"TCGA-CV-A6K2-01A-11R-A31N-07","TCGA-CV-A6K2-01A-11R-A31N-07",32.4402280701754,"TCGA-HNSC"
"TCGA-CN-A642-01A-12R-A30B-07","TCGA-CN-A642-01A-12R-A30B-07",15.1990438596491,"TCGA-HNSC"
"TCGA-BA-A8YP-01A-11R-A39I-07","TCGA-BA-A8YP-01A-11R-A39I-07",60.5765035087719,"TCGA-HNSC"
"TCGA-CN-A499-01A-11R-A24H-07","TCGA-CN-A499-01A-11R-A24H-07",10.5777,"TCGA-HNSC"
"TCGA-CR-7397-01A-11R-2016-07","TCGA-CR-7397-01A-11R-2016-07",129.587938596491,"TCGA-HNSC"
"TCGA-HD-7917-01A-11R-2232-07","TCGA-HD-7917-01A-11R-2232-07",12.5927315789474,"TCGA-HNSC"
"TCGA-CV-6953-01A-11R-1915-07","TCGA-CV-6953-01A-11R-1915-07",6.35651052631579,"TCGA-HNSC"
"TCGA-CV-5430-01A-02R-1686-07","TCGA-CV-5430-01A-02R-1686-07",14.2183859649123,"TCGA-HNSC"
"TCGA-BA-5151-01A-01R-1436-07","TCGA-BA-5151-01A-01R-1436-07",21.1117421052632,"TCGA-HNSC"
"TCGA-P3-A6T2-01A-11R-A34R-07","TCGA-P3-A6T2-01A-11R-A34R-07",23.582549122807,"TCGA-HNSC"
"TCGA-BA-4074-01A-01R-1436-07","TCGA-BA-4074-01A-01R-1436-07",51.819701754386,"TCGA-HNSC"
"TCGA-CR-7395-01A-11R-2016-07","TCGA-CR-7395-01A-11R-2016-07",29.2035157894737,"TCGA-HNSC"
"TCGA-CR-7365-01A-11R-2016-07","TCGA-CR-7365-01A-11R-2016-07",50.477549122807,"TCGA-HNSC"
"TCGA-CR-5248-01A-01R-2016-07","TCGA-CR-5248-01A-01R-2016-07",7.27855614035088,"TCGA-HNSC"
"TCGA-CV-7104-01A-11R-2016-07","TCGA-CV-7104-01A-11R-2016-07",28.6709298245614,"TCGA-HNSC"
"TCGA-KU-A6H7-01A-11R-A31N-07","TCGA-KU-A6H7-01A-11R-A31N-07",8.52298596491228,"TCGA-HNSC"
"TCGA-QK-A8Z8-01A-11R-A39I-07","TCGA-QK-A8Z8-01A-11R-A39I-07",13.1572666666667,"TCGA-HNSC"
"TCGA-CV-7409-01A-31R-2232-07","TCGA-CV-7409-01A-31R-2232-07",9.66839298245614,"TCGA-HNSC"
"TCGA-CX-7086-01A-11R-2081-07","TCGA-CX-7086-01A-11R-2081-07",8.21920701754386,"TCGA-HNSC"
"TCGA-CN-6010-01A-11R-1686-07","TCGA-CN-6010-01A-11R-1686-07",18.2620701754386,"TCGA-HNSC"
"TCGA-CV-A6JU-01A-11R-A31N-07","TCGA-CV-A6JU-01A-11R-A31N-07",14.9699245614035,"TCGA-HNSC"
"TCGA-CV-7413-01A-11R-2081-07","TCGA-CV-7413-01A-11R-2081-07",55.6004350877193,"TCGA-HNSC"
"TCGA-BA-5153-01A-01R-1436-07","TCGA-BA-5153-01A-01R-1436-07",19.1679929824561,"TCGA-HNSC"
"TCGA-CR-7376-01A-11R-2132-07","TCGA-CR-7376-01A-11R-2132-07",149.405614035088,"TCGA-HNSC"
"TCGA-CR-6493-01A-11R-1873-07","TCGA-CR-6493-01A-11R-1873-07",12.2000894736842,"TCGA-HNSC"
"TCGA-D6-A6ES-01A-12R-A31N-07","TCGA-D6-A6ES-01A-12R-A31N-07",5.02677894736842,"TCGA-HNSC"
"TCGA-DQ-5624-01A-01R-1873-07","TCGA-DQ-5624-01A-01R-1873-07",37.4986789473684,"TCGA-HNSC"
"TCGA-CN-5358-01A-01R-1514-07","TCGA-CN-5358-01A-01R-1514-07",101.18808245614,"TCGA-HNSC"
"TCGA-CN-4722-01A-01R-1436-07","TCGA-CN-4722-01A-01R-1436-07",29.7464526315789,"TCGA-HNSC"
"TCGA-CR-6477-01A-11R-1873-07","TCGA-CR-6477-01A-11R-1873-07",59.7402578947368,"TCGA-HNSC"
"TCGA-CN-4734-01A-01R-1436-07","TCGA-CN-4734-01A-01R-1436-07",34.0151175438597,"TCGA-HNSC"
"TCGA-RS-A6TO-01A-32R-A34R-07","TCGA-RS-A6TO-01A-32R-A34R-07",32.3473245614035,"TCGA-HNSC"
"TCGA-CN-A63V-01A-11R-A466-07","TCGA-CN-A63V-01A-11R-A466-07",80.7111175438596,"TCGA-HNSC"
"TCGA-IQ-A61O-01A-11R-A30B-07","TCGA-IQ-A61O-01A-11R-A30B-07",329.313657894737,"TCGA-HNSC"
"TCGA-BA-6871-01A-11R-1873-07","TCGA-BA-6871-01A-11R-1873-07",99.5372456140351,"TCGA-HNSC"
"TCGA-CN-6024-01A-11R-1686-07","TCGA-CN-6024-01A-11R-1686-07",33.2236052631579,"TCGA-HNSC"
"TCGA-CV-7406-01A-11R-2081-07","TCGA-CV-7406-01A-11R-2081-07",31.363349122807,"TCGA-HNSC"
"TCGA-DQ-7588-01A-11R-2081-07","TCGA-DQ-7588-01A-11R-2081-07",11.3043929824561,"TCGA-HNSC"
"TCGA-CQ-7067-01A-11R-2232-07","TCGA-CQ-7067-01A-11R-2232-07",18.9037263157895,"TCGA-HNSC"
"TCGA-CQ-6221-01A-11R-2081-07","TCGA-CQ-6221-01A-11R-2081-07",407.74151754386,"TCGA-HNSC"
"TCGA-CV-7568-01A-11R-2232-07","TCGA-CV-7568-01A-11R-2232-07",64.6831403508772,"TCGA-HNSC"
"TCGA-BB-4223-01A-01R-1436-07","TCGA-BB-4223-01A-01R-1436-07",13.9535543859649,"TCGA-HNSC"
"TCGA-DQ-7589-01A-11R-2232-07","TCGA-DQ-7589-01A-11R-2232-07",24.1677754385965,"TCGA-HNSC"
"TCGA-CV-7440-01A-11R-2132-07","TCGA-CV-7440-01A-11R-2132-07",17.0475087719298,"TCGA-HNSC"
"TCGA-HD-7229-01A-11R-2016-07","TCGA-HD-7229-01A-11R-2016-07",18.6115175438596,"TCGA-HNSC"
"TCGA-BA-5557-01A-01R-1514-07","TCGA-BA-5557-01A-01R-1514-07",99.8562210526316,"TCGA-HNSC"
"TCGA-CN-6992-01A-11R-1915-07","TCGA-CN-6992-01A-11R-1915-07",21.7516894736842,"TCGA-HNSC"
"TCGA-BA-5559-01A-01R-1514-07","TCGA-BA-5559-01A-01R-1514-07",26.4045192982456,"TCGA-HNSC"
"TCGA-HD-8634-01A-11R-2403-07","TCGA-HD-8634-01A-11R-2403-07",7.97376842105263,"TCGA-HNSC"
"TCGA-CN-4727-01A-01R-1436-07","TCGA-CN-4727-01A-01R-1436-07",22.0757877192982,"TCGA-HNSC"
"TCGA-BB-4227-01A-01R-1873-07","TCGA-BB-4227-01A-01R-1873-07",10.9482070175439,"TCGA-HNSC"
"TCGA-CN-A63W-01A-11R-A30B-07","TCGA-CN-A63W-01A-11R-A30B-07",14.5701368421053,"TCGA-HNSC"
"TCGA-BB-4228-01A-01R-1436-07","TCGA-BB-4228-01A-01R-1436-07",17.0831526315789,"TCGA-HNSC"
